airport_id;airport_name;airport_latitude;airport_longitude;airport_city;airport_country_iso;airport_continent_iso
DBY;Dalby Airport;-27,15530014038086;151,26699829101562;;AU;OC
DRN;Dirranbandi Airport;-28,587912;148,217161;;AU;OC
DNB;Dunbar Airport;-16,049999237060547;142,39999389648438;;AU;OC
DRB;Derby Airport;-17,37193;123,66221;Derby;AU;OC
DFP;Drumduff Airport;-16,0529994965;143,011993408;Drumduff;AU;OC
DGD;Dalgaranga Gold Mine Airport;-27,830277777800003;117,316388889;;AU;OC
DNG;Doongan Airport;-15,386429;126,302235;;AU;OC
DXD;Dixie Airport;-15,1174944348;143,316049576;New Dixie;AU;OC
DKI;Dunk Island Airport;-17,93913;146,141447;Dunk Island;AU;OC
DLK;Dulkaninna Airport;-29,0132999420166;138,4810028076172;Dulkaninna;AU;OC
DNQ;Deniliquin Airport;-35,5593986511;144,945999146;Deniliquin;AU;OC
DDN;Delta Downs Airport;-16,99169921875;141,31700134277344;;AU;OC
DLV;Delissaville Airport;-12,550000190734863;130,68499755859375;;AU;OC
DYW;Daly Waters Airport;-16,264695066399998;133,383378983;Daly Waters;AU;OC
DMD;Doomadgee Airport;-17,9403;138,822006;;AU;OC
DVR;Daly River Airport;-13,74980640411377;130,69387817382812;;AU;OC
NLF;Darnley Island Airport;-9,583330154418944;143,76699829101562;Darnley Island;AU;OC
DRD;Dorunda Airport;-16,5537;141,8238;Dorunda Outstation;AU;OC
DVP;Davenport Downs Airport;-24,149999618530277;141,10800170898438;;AU;OC
DPO;Devonport Airport;-41,1697006226;146,429992676;Devonport;AU;OC
DOX;Dongara Airport;-29,298128;114,927334;Dongara;AU;OC
DRY;Drysdale River Airport;-15,71357;126,381097;Drysdale River;AU;OC
DHD;Durham Downs Airport;-27,075000762939453;141,89999389648438;;AU;OC
DRR;Durrie Airport;-25,684999465942383;140,22799682617188;;AU;OC
SRR;Dunwich Airport;-27,519942;153,42802;Stradbroke Island;AU;OC
DKV;Docker River Airport;-24,86000061035156;129,07000732421875;;AU;OC
DYA;Dysart Airport;-22,62220001220703;148,36399841308594;;AU;OC
ECH;Echuca Airport;-36,15719985961914;144,76199340820312;;AU;OC
EUC;Eucla Airport;-31,707084;128,877243;;AU;OC
ETD;Etadunna Airport;-28,740800857543945;138,58900451660156;Etadunna;AU;OC
ENB;Eneabba Airport;-29,832500457763672;115,24600219726562;Eneabba;AU;OC
EIH;Einasleigh Airport;-18,5032997131;144,093994141;Einasleigh;AU;OC
ELC;Elcho Island Airport;-12,019399642899998;135,570999146;Elcho Island;AU;OC
EKD;Elkedra Airport;-21,1725006104;135,444000244;;AU;OC
EMD;Emerald Airport;-23,5674991608;148,179000854;Emerald;AU;OC
EDD;Erldunda Airport;-25,205799102800004;133,253997803;;AU;OC
ERB;Ernabella Airport;-26,2632999420166;132,1820068359375;;AU;OC
ERQ;Elrose Airport;-20,9764;141,0066;Elrose Mine;AU;OC
EPR;Esperance Airport;-33,684399;121,822998;Esperance;AU;OC
EVD;Eva Downs Airport;-18,0009994507;134,863006592;Eva Downs;AU;OC
EVH;Evans Head Aerodrome;-29,101786;153,419255;;AU;OC
WHB;Eliwana;-22,428395;116,887879;;AU;OC
EXM;Exmouth Airport;-22,040677;114,102663;;AU;OC
FRB;Forbes Airport;-33,363602;147,934998;Forbes;AU;OC
KFE;Fortescue - Dave Forrest Aerodrome;-22,290754;119,437143;Cloudbreak Village;AU;OC
FLY;Finley Airport;-35,658918;145,561214;;AU;OC
FLS;Flinders Island Airport;-40,0917015076;147,992996216;Flinders Island;AU;OC
FVL;Flora Valley Airport;-18,2833003998;128,417007446;;AU;OC
FIK;Finke Airport;-25,5946998596;134,582992554;Finke;AU;OC
FOS;Forrest Airport;-30,83662;128,112811;;AU;OC
FVR;Oombulgurri Airport;-15,1647;127,8401;Oombulgurri;AU;OC
FOT;Forster (Wallis Is) Airport;-32,204200744628906;152,47900390625;;AU;OC
FIZ;Fitzroy Crossing Airport;-18,181900024414062;125,55899810791016;;AU;OC
GBP;Gamboola Airport;-16,5499992371;143,667007446;;AU;OC
GAH;Gayndah Airport;-25,61440086364746;151,61900329589844;;AU;OC
GBL;South Goulburn Is Airport;-11,649999618530272;133,3820037841797;;AU;OC
GUH;Gunnedah Airport;-30,96109962463379;150,25100708007812;;AU;OC
GOO;Goondiwindi Airport;-28,52140045166016;150,32000732421875;;AU;OC
GDD;Gordon Downs Airport;-18,6781005859375;128,5919952392578;Gordon Downs;AU;OC
GGD;Gregory Downs Airport;-18,625;139,23300170898438;;AU;OC
GET;Geraldton Airport;-28,796101;114,707001;Geraldton;AU;OC
GFN;Grafton Airport;-29,7593994140625;153,02999877929688;;AU;OC
GBW;Ginbata Airport;-22,5812;120,03553;Ginbata;AU;OC
GBV;Gibb River Airport;-16,418661;126,445685;Gibb;AU;OC
GKL;Great Keppel Is Airport;-23,184575;150,94164;Great Keppel Island;AU;OC
GLT;Gladstone Airport;-23,869763;151,225439;Gladstone;AU;OC
GUL;Goulburn Airport;-34,810298919677734;149,7259979248047;;AU;OC
GLG;Glengyle Airport;-24,808300018310547;139,60000610351562;;AU;OC
GLI;Glen Innes Airport;-29,674999237060547;151,68899536132812;;AU;OC
GLM;Glenormiston Airport;-22,8882999420166;138,8249969482422;;AU;OC
GFE;Grenfell Airport;-34,0;148,132995605;Grenfell;AU;OC
GVP;Greenvale Airport;-18,9966;145,0136;;AU;OC
GPD;Mount Gordon Airport;-19,77265;139,40425;Mount Gordon Mine;AU;OC
GPN;Garden Point Airport;-11,40250015258789;130,4219970703125;;AU;OC
GSC;Gascoyne Junction Airport;-25,0546;115,2026;Gascoyne Junction;AU;OC
GTE;Groote Eylandt Airport;-13,972405;136,458553;Groote Eylandt;AU;OC
GFF;Griffith Airport;-34,2508010864;146,067001343;Griffith;AU;OC
GTT;Georgetown Airport;-18,302676;143,530925;;AU;OC
GEE;Georgetown (Tas) Airport;-41,079368;146,839851;;AU;OC
GYP;Gympie Airport;-26,290149;152,702998;;AU;OC
HWK;Wilpena Pound Airport;-31,855907440185547;138,46807861328125;Hawker;AU;OC
HXX;Hay Airport;-34,53139877319336;144,8300018310547;;AU;OC
HVB;Hervey Bay Airport;-25,320127;152,880662;Hervey Bay;AU;OC
HUB;Humbert River Airport;-16,489669799804688;130,63027954101562;;AU;OC
HRY;Henbury Airport;-24,584;133,236;;AU;OC
HIP;Headingly Airport;-21,33329963684082;138,2830047607422;;AU;OC
HIG;Highbury Airport;-16,4244003296;143,145996094;;AU;OC
HID;Horn Island Airport;-10,585628;142,292653;Horn Island;AU;OC
HLL;Hillside Airport;-21,718283;119,440334;Hillside;AU;OC
HCQ;Halls Creek Airport;-18,23390007019043;127,66999816894533;;AU;OC
HMG;Hermannsburg Airport;-23,93000030517578;132,80499267578125;;AU;OC
HLT;Hamilton Airport;-37,64889907836914;142,06500244140625;;AU;OC
HOK;Hooker Creek Airport;-18,3367004395;130,638000488;Lajamanu;AU;OC
MHU;Mount Hotham Airport;-37,0475006104;147,333999634;Mount Hotham;AU;OC
HTU;Hopetoun Airport;-35,715301513671875;142,36000061035156;;AU;OC
HPE;Hope Vale Airport;-15,2923;145,1035;Hope Vale;AU;OC
HSM;Horsham Airport;-36,669700622558594;142,17300415039062;;AU;OC
HAT;Heathlands Airport;-11,7369003296;142,57699585;;AU;OC
HGD;Hughenden Airport;-20,815000534057617;144,22500610351562;;AU;OC
IDK;Indulkana Airport;-26,966699600219727;133,3249969482422;;AU;OC
IFL;Innisfail Airport;-17,55940055847168;146,01199340820312;;AU;OC
IFF;Iffley Airport;-18,899999618530277;141,2169952392578;;AU;OC
IGH;Ingham Airport;-18,664149;146,145804;;AU;OC
IKP;Inkerman Airport;-16,229225;141,434607;Inkerman;AU;OC
INJ;Injune Airport;-25,851;148,5497;Injune;AU;OC
INM;Innamincka Airport;-27,697589;140,739498;;AU;OC
IVW;Inverway Airport;-17,8411006927;129,643005371;Inverway;AU;OC
ISI;Isisford Airport;-24,25830078125;144,4250030517578;;AU;OC
IVR;Inverell Airport;-29,888299942;151,143997192;Inverell;AU;OC
JAB;Jabiru Airport;-12,658300399780272;132,89300537109375;;AU;OC
JUN;Jundah Airport;-24,838045;143,061962;;AU;OC
QJD;Jindabyne Airport;-36,429573;148,599916;Jindabyne;AU;OC
JCK;Julia Creek Airport;-20,66830062866211;141,72300720214844;;AU;OC
JUR;Jurien Bay Airport;-30,302699;115,055551;Jurien Bay;AU;OC
UBU;Kalumburu Airport;-14,288299560546877;126,63200378417967;;AU;OC
KDB;Kambalda Airport;-31,1907;121,5978;Kambalda;AU;OC
KAX;Kalbarri Airport;-27,692813;114,259169;Kalbarri;AU;OC
KBY;Streaky Bay Airport;-32,83580017089844;134,29299926757812;;AU;OC
KBJ;Kings Canyon Airport;-24,2600002289;131,490005493;Kings Canyon Resort;AU;OC
KCS;Kings Creek Airport;-24,42329978942871;131,8350067138672;;AU;OC
OOD;Koodaideri Mine Airport;-22,504291;119,07683;Koodaideri Mine;AU;OC
KRA;Kerang Airport;-35,751399993896484;143,93899536132812;;AU;OC
KNS;King Island Airport;-39,87749862670898;143,8780059814453;;AU;OC
KBB;Kirkimbie Station Airport;-17,7791996002;129,210006714;Kirkimbie;AU;OC
KFG;Kalkgurung Airport;-17,431900024414062;130,80799865722656;;AU;OC
KOH;Koolatah Airport;-15,8886003494;142,438995361;;AU;OC
KKP;Koolburra Airport;-15,318900108337402;143,9550018310547;Koolburra;AU;OC
KRB;Karumba Airport;-17,45669937133789;140,8300018310547;;AU;OC
KML;Kamileroi Airport;-19,375;140,0570068359375;;AU;OC
KPS;Kempsey Airport;-31,07439994812012;152,77000427246094;;AU;OC
KNI;Katanning Airport;-33,699423;117,65703;;AU;OC
KWM;Kowanyama Airport;-15,48516;141,751852;Kowanyama;AU;OC
KPP;Kalpowar Airport;-14,89;144,22;Kalpower;AU;OC
KGY;Kingaroy Airport;-26,581077;151,839927;;AU;OC
KGC;Kingscote Airport;-35,71390151977539;137,52099609375;;AU;OC
KUG;Kubin Airport;-10,2250003815;142,218002319;Moa Island;AU;OC
KRD;Kurundi Airport;-20,51;134,6706;Kurundi Station;AU;OC
LWH;Lawn Hill Airport;-18,568300247192383;138,63499450683594;;AU;OC
LGH;Leigh Creek Airport;-30,598301;138,425995;;AU;OC
LNO;Leonora Airport;-28,87809944152832;121,31500244140624;Leonora;AU;OC
LEL;Lake Evella Airport;-12,498900413513184;135,80599975585938;;AU;OC
LFP;Lakefield Airport;-14,9207;144,203;Lakefield;AU;OC
LDH;Lord Howe Island Airport;-31,538204;159,07546;Lord Howe Island;AU;OC
IRG;Lockhart River Airport;-12,7869;143,304993;Lockhart River;AU;OC
LTP;Lyndhurst Airport;-19,1958007812;144,371002197;Lyndhurst;AU;OC
LIB;Limbunya Airport;-17,2355995178;129,882003784;Limbunya;AU;OC
LDC;Lindeman Island Airport;-20,4535999298;149,039993286;Lindeman Island;AU;OC
LSY;Lismore Airport;-28,830689;153,258419;Lismore;AU;OC
LNH;Lake Nash Airport;-20,9807;137,9178;Alpurrurulam;AU;OC
BBL;Ballera Airport;-27,405633;141,809458;;AU;OC
BEO;Lake Macquarie Airport;-33,065975;151,646283;;AU;OC
LKD;Lakeland Airport;-15,841213;144,849118;Lakeland Downs;AU;OC
LOC;Lock Airport;-33,5442008972168;135,6929931640625;Lock;AU;OC
LOA;Lorraine Airport;-18,99329948425293;139,90699768066406;;AU;OC
LTV;Lotus Vale Airport;-17,048299789399998;141,37600708;Lotus Vale;AU;OC
LUU;Laura Airport;-15,560495;144,451418;;AU;OC
LHG;Lightning Ridge Airport;-29,452857;147,977146;;AU;OC
LRE;Longreach Airport;-23,4342002869;144,279998779;Longreach;AU;OC
LUT;New Laura Airport;-15,182758;144,345535;Laura Station;AU;OC
LER;Leinster Airport;-27,843299865722656;120,7030029296875;;AU;OC
LVO;Laverton Airport;-28,614267;122,428673;;AU;OC
TGN;Latrobe Valley Airport;-38,211004;146,470817;Morwell;AU;OC
LZR;Lizard Island Airport;-14,673273;145,454571;;AU;OC
UBB;Mabuiag Island Airport;-9,950168;142,19523;Mabuiag Island;AU;OC
MYI;Murray Island Airport;-9,915105;144,054644;Murray Island;AU;OC
AVV;Avalon Airport;-38,039398;144,468994;Lara;AU;OC
ABX;Albury Airport;-36,066758;146,959148;Albury;AU;OC
MRG;Mareeba Airport;-17,06920051574707;145,41900634765625;;AU;OC
MBB;Marble Bar Airport;-21,163299560546875;119,83300018310548;;AU;OC
XMC;Mallacoota Airport;-37,59830093383789;149,72000122070312;;AU;OC
MFP;Manners Creek Airport;-22,100000381469727;137,98300170898438;;AU;OC
MLR;Millicent Airport;-37,58359909057617;140,36599731445312;;AU;OC
DGE;Mudgee Airport;-32,564794;149,609452;Mudgee;AU;OC
MQA;Mandora Airport;-19,7383003235;120,837997437;Mandora;AU;OC
MNW;Macdonald Downs Airport;-22,4440002441;135,199005127;;AU;OC
MKR;Meekatharra Airport;-26,6117000579834;118,5479965209961;;AU;OC
MEB;Melbourne Essendon Airport;-37,7281;144,901993;Essendon Fields;AU;OC
MIM;Merimbula Airport;-36,9085998535;149,901000977;Merimbula;AU;OC
MLV;Merluna Airport;-13,0649;142,4536;Merluna;AU;OC
MGT;Milingimbi Airport;-12,0944004059;134,893997192;Milingimbi Island;AU;OC
MNG;Maningrida Airport;-12,0560998917;134,23399353;Maningrida;AU;OC
GSN;Mount Gunson Airport;-31,4597;137,174443333;Mount Gunson;AU;OC
MGV;Margaret River (Station) Airport;-18,6217002869;126,883003235;;AU;OC
MQZ;Margaret River Airport;-33,9305992126;115,099998474;;AU;OC
MVU;Musgrave Airport;-14,7757;143,5047;Musgrave;AU;OC
HBA;Hobart International Airport;-42,836101532;147,509994507;Hobart;AU;OC
MHO;Mount House Airport;-17,051917;125,712491;Wunaamin Miliwundi Ranges;AU;OC
MCV;McArthur River Mine Airport;-16,4424991608;136,083999634;McArthur River Mine;AU;OC
MQL;Mildura Airport;-34,229198455799995;142,085998535;Mildura;AU;OC
XML;Minlaton Airport;-34,743801;137,529087;;AU;OC
MIH;Mitchell Plateau Airport;-14,791399955749512;125,8239974975586;Mitchell Plateau;AU;OC
MWY;Miranda Downs Airport;-17,328899;141,886002;Miranda Downs;AU;OC
MTQ;Mitchell Airport;-26,483299255371094;147,93699645996094;;AU;OC
MJP;Manjimup Airport;-34,26530075073242;116,13999938964844;;AU;OC
WLE;Miles Airport;-26,806447;150,168953;;AU;OC
LST;Launceston Airport;-41,54529953;147,214004517;Launceston;AU;OC
MBW;Melbourne Moorabbin Airport;-37,97579956054688;145,1020050048828;Melbourne;AU;OC
WUI;Murrin Murrin Airport;-28,705299;121,89099;Murrin Murrin;AU;OC
MEL;Melbourne International Airport;-37,673302;144,843002;Melbourne;AU;OC
MMM;Middlemount Airport;-22,801444;148,706796;;AU;OC
MTL;Maitland Airport;-32,701265;151,492912;;AU;OC
WME;Mount Keith Airport;-27,28733;120,554937;;AU;OC
ONR;Monkira Airport;-24,816699981689453;140,5330047607422;;AU;OC
MSF;Mount Swan Airport;-22,624696;135,034512;;AU;OC
OXY;Morney Airport;-25,358299255371094;141,43299865722656;;AU;OC
MMG;Mount Magnet Airport;-28,116100311279297;117,84200286865234;;AU;OC
OOR;Mooraberree Airport;-25,25;140,98300170898438;;AU;OC
MRZ;Moree Airport;-29,4988994598;149,845001221;Moree;AU;OC
MET;Moreton Airport;-12,444199562099998;142,638000488;Moreton;AU;OC
MIN;Minnipa Airport;-32,843299865722656;135,14500427246094;;AU;OC
MQE;Marqua Airport;-22,80579948425293;137,25100708007812;Marqua;AU;OC
MOV;Moranbah Airport;-22,057800293;148,07699585;Moranbah;AU;OC
RRE;Marree Airport;-29,663299560546875;138,06500244140625;;AU;OC
MWB;Morawa Airport;-29,20170021057129;116,02200317382812;;AU;OC
MYA;Moruya Airport;-35,8978004456;150,143997192;Moruya;AU;OC
MTD;Mount Sanford Station Airport;-16,978300094604492;130,55499267578125;;AU;OC
MIY;Mittebah Airport;-18,8093;137,0815;;AU;OC
UTB;Muttaburra Airport;-22,58329963684082;144,5330047607422;;AU;OC
MGB;Mount Gambier Airport;-37,745602;140,785004;Mount Gambier;AU;OC
ONG;Mornington Island Airport;-16,662500381469727;139,17799377441406;;AU;OC
MNQ;Monto Airport;-24,892267;151,101787;;AU;OC
MUQ;Muccan Station Airport;-20,658899307250977;120,06700134277344;Muccan Station;AU;OC
MNE;Mungeranie Airport;-28,00919914245605;138,65699768066406;Mungeranie;AU;OC
MVK;Mulka Airport;-28,34779930114746;138,64999389648438;Mulka;AU;OC
MUP;Mulga Park Airport;-25,8600006104;131,649993896;;AU;OC
MKV;Mount Cavenagh Airport;-25,9666996002;133,199996948;;AU;OC
MXU;Mullewa Airport;-28,475000381469727;115,51699829101562;;AU;OC
MWT;Moolawatana Airport;-29,9069;139,765;Moolawatana Station;AU;OC
MXD;Marion Downs Airport;-23,363702;139,649663;Marion Downs;AU;OC
MBH;Maryborough Airport;-25,513528;152,713603;Maryborough;AU;OC
RTY;Merty Merty Airport;-28,582713;140,303264;;AU;OC
NMR;Nappa Merrie Airport;-27,549201;141,158416;;AU;OC
NRA;Narrandera Airport;-34,7022018433;146,511993408;Narrandera;AU;OC
NAA;Narrabri Airport;-30,3192005157;149,82699585;Narrabri;AU;OC
RPM;Ngukurr Airport;-14,722800254821776;134,7469940185547;;AU;OC
NBH;Nambucca Heads Airport;-30,673058;152,984233;Nambucca Heads;AU;OC
NLS;Nicholson Airport;-18,049999237060547;128,89999389648438;;AU;OC
NKB;Noonkanbah Airport;-18,4946994781;124,851997375;;AU;OC
NMP;New Moon Airport;-19,2;145,773;Basalt;AU;OC
NPP;Napperby Airport;-22,5312;132,7632;Napperby;AU;OC
ABM;Northern Peninsula Airport;-10,946194;142,455081;Bamaga;AU;OC
NAC;Naracoorte Airport;-36,98529815673828;140,72500610351562;;AU;OC
NRG;Narrogin Airport;-32,93;117,080002;Narrogin;AU;OC
QRM;Narromine Airport;-32,214698791503906;148,22500610351562;;AU;OC
RVT;Ravensthorpe Airport;-33,7971992493;120,208000183;;AU;OC
NSV;Noosa Airport;-26,423177;153,064935;;AU;OC
NSM;Norseman Airport;-32,203;121,758127;;AU;OC
NTN;Normanton Airport;-17,68409;141,069664;Normanton;AU;OC
NUR;Nullabor Motel Airport;-31,441699981689453;130,90199279785156;;AU;OC
NLL;Nullagine Airport;-21,913299560546875;120,197998046875;;AU;OC
NUB;Numbulwar Airport;-14,271699905395508;135,7169952392578;;AU;OC
UTD;Nutwood Downs Airport;-15,8074;134,1459;Nutwood Downs;AU;OC
ZNE;Newman Airport;-23,4178009033;119,803001404;Newman;AU;OC
NYN;Nyngan Airport;-31,55109977722168;147,2030029296875;;AU;OC
OPI;Oenpelli Airport;-12,324999809265137;133,00599670410156;;AU;OC
XCO;Colac Airport;-38,286701;143,679993;Colac;AU;OC
OLP;Olympic Dam Airport;-30,4850006104;136,876998901;Olympic Dam;AU;OC
ONS;Onslow Airport;-21,670161;115,114902;;AU;OC
ODD;Oodnadatta Airport;-27,562473;135,442946;;AU;OC
MOO;Moomba Airport;-28,09939956665039;140,19700622558594;;AU;OC
RBS;Orbost Airport;-37,790000915527344;148,61000061035156;;AU;OC
OAG;Orange Airport;-33,382014;149,131262;Orange;AU;OC
ODR;Ord River Airport;-17,34079933166504;128,91200256347656;Ord River;AU;OC
OSO;Osborne Mine Airport;-22,0816993713;140,554992676;;AU;OC
OYN;Ouyen Airport;-35,0890124268;142,354488373;;AU;OC
ADL;Adelaide International Airport;-34,947512;138,533393;Adelaide;AU;OC
PUG;Port Augusta Airport;-32,50690078735352;137,7169952392578;;AU;OC
PMK;Palm Island Airport;-18,755300521850582;146,58099365234375;;AU;OC
PBO;Paraburdoo Airport;-23,1711006165;117,745002747;Paraburdoo;AU;OC
PDN;Parndana Airport;-35,807;137,264;Kangaroo Island;AU;OC
PDE;Pandie Pandie Airport;-26,122248;139,403501;;AU;OC
DRW;Darwin International Airport;-12,414322;130,879741;Darwin;AU;OC
PRD;Pardoo Airport;-20,119428;119,571945;Pardoo;AU;OC
GOV;Gove Airport;-12,269399642899998;136,817993164;Nhulunbuy;AU;OC
PPI;Port Pirie Airport;-33,23889923095703;137,9949951171875;;AU;OC
JAD;Perth Jandakot Airport;-32,09749984741211;115,88099670410156;Perth;AU;OC
KTA;Karratha Airport;-20,712200164799995;116,773002625;Karratha;AU;OC
KGI;Kalgoorlie Boulder Airport;-30,7894001007;121,461997986;Kalgoorlie;AU;OC
PKE;Parkes Airport;-33,131401062;148,238998413;Parkes;AU;OC
PKT;Port Keats Airport;-14,25;129,529007;Wadeye;AU;OC
KNX;East Kimberley Regional (Kununurra) Airport;-15,7781;128,707993;Kununurra;AU;OC
PLO;Port Lincoln Airport;-34,6053009033;135,880004883;Port Lincoln;AU;OC
LEA;Learmonth Airport;-22,235201;114,090024;Exmouth;AU;OC
PXH;Prominent Hill Airport;-29,716;135,5244;OZ Minerals Prominent Hill Mine;AU;OC
EDR;Pormpuraaw Airport;-14,896451;141,60908;Pormpuraaw;AU;OC
PQQ;Port Macquarie Airport;-31,4358005524;152,863006592;Port Macquarie;AU;OC
PEY;Penong Airport;-31,916700363159;133,0;Penong;AU;OC
PTJ;Portland Airport;-38,31809997558594;141,4709930419922;;AU;OC
PHE;Port Hedland International Airport;-20,3777999878;118,625999451;Port Hedland;AU;OC
PER;Perth International Airport;-31,94029998779297;115,96700286865234;Perth;AU;OC
PEA;Penneshaw Airport;-35,7558462874;137,962875366;Ironstone;AU;OC
KTR;Tindal Airport;-14,521100044250488;132,3780059814453;;AU;OC
UMR;Woomera Airfield;-31,14419937133789;136,81700134277344;Woomera;AU;OC
UIR;Quirindi Airport;-31,498177;150,521708;;AU;OC
ULP;Quilpie Airport;-26,612199783325195;144,2530059814453;;AU;OC
UEE;Queenstown Airport;-42,075001;145,531998;;AU;OC
RRV;Robinson River Airport;-16,7182998657;136,945007324;;AU;OC
RMK;Renmark Airport;-34,1963996887207;140,6739959716797;;AU;OC
RCM;Richmond Airport;-20,70190048217773;143,11500549316406;;AU;OC
RAM;Ramingining Airport;-12,356399536132812;134,8979949951172;;AU;OC
ROH;Robinhood Airport;-18,84499931335449;143,7100067138672;;AU;OC
RBU;Roebourne Airport;-20,763898;117,155199;Roebourne;AU;OC
RBC;Robinvale Airport;-34,642887;142,773042;;AU;OC
RMA;Roma Airport;-26,545000076300003;148,774993896;Roma;AU;OC
RPB;Roper Bar Airport;-14,734814;134,525485;Roper Bar;AU;OC
RSB;Roseberth Airport;-25,825737;139,627476;;AU;OC
RTS;Rottnest Island Airport;-32,006699;115,540001;;AU;OC
RTP;Rutland Plains Airport;-15,644963;141,844373;Yagoonya;AU;OC
RHL;Roy Hill Station Airport;-22,625815891;119,959030151;;AU;OC
NDS;Sandstone Airport;-27,979999542236328;119,2969970703125;Sandstone;AU;OC
BWU;Sydney Bankstown Airport;-33,923618;150,990792;Sydney;AU;OC
CBR;Canberra International Airport;-35,3069;149,195007;Canberra;AU;OC
WCD;Carosue Dam Airport;-30,1737;122,3221;Carosue Dam Gold Mine;AU;OC
CDU;Camden Airport;-34,038338;150,686406;Cobbitty;AU;OC
NSO;Scone Airport;-32,037200927734375;150,83200073242188;;AU;OC
SQC;Southern Cross Airport;-31,239999771118164;119,36000061035156;;AU;OC
DBO;Dubbo City Regional Airport;-32,2167015076;148,574996948;Dubbo;AU;OC
SGO;St George Airport;-28,049699783325195;148,59500122070312;;AU;OC
SIX;Singleton Airport;-32,600832;151,193056;Singleton;AU;OC
ZGL;South Galway Airport;-25,683300018310547;142,10800170898438;;AU;OC
SGP;Shay Gap Airport;-20,424699783325195;120,14099884033205;Shay Gap;AU;OC
MJK;Shark Bay Airport;-25,897294;113,575802;Denham;AU;OC
WOL;Shellharbour Airport;-34,5611;150,789001;Albion Park Rail;AU;OC
WSY;Shute Harbour/Whitsunday Airport;-20,276127;148,754979;Shute Harbour;AU;OC
SHT;Shepparton Airport;-36,428341;145,391473;;AU;OC
SBR;Saibai Island Airport;-9,378330230710002;142,625;Saibai Island;AU;OC
GOS;Somersby Airstrip;-33,367681;151,299806;Gosford;AU;OC
SIO;Smithton Airport;-40,834999084472656;145,08399963378906;;AU;OC
SOI;South Molle Island Helipad;-20,2622;148,8399;South Molle Island Resort;AU;OC
SHU;Smith Point Airport;-11,133566;132,15957;;AU;OC
STH;Strathmore Airport;-17,862709;142,557788;Strathmore;AU;OC
SNB;Snake Bay Airport;-11,417674;130,648481;Milikapiti;AU;OC
NOA;Naval Air Station Nowra - HMAS Albatross;-34,9466;150,542451;Nowra Hill;AU;OC
SNH;Stanthorpe Airport;-28,620113;151,983281;;AU;OC
SCG;Spring Creek Airport;-18,637704;144,545672;;AU;OC
SHQ;Southport Airport;-27,921848;153,371469;;AU;OC
KSV;Springvale Airport;-23,549999237060547;140,6999969482422;;AU;OC
XRH;RAAF Base Richmond;-33,604652;150,783051;Richmond;AU;OC
SRN;Strahan Airport;-42,15499877929688;145,29200744628906;;AU;OC
SYD;Sydney Kingsford Smith International Airport;-33,94609832763672;151,177001953125;Sydney;AU;OC
HLS;St Helens Airport;-41,336700439453125;148,28199768066406;;AU;OC
STF;Stephens Island Seaplane Base;-9,51;143,55;Stephens Island;AU;OC
TMW;Tamworth Airport;-31,077898;150,845484;Tamworth;AU;OC
SSP;Silver Plains Airport;-13,9754;143,5537;Silver Plains;AU;OC
WGA;Wagga Wagga City Airport;-35,163484;147,46832;Wagga Wagga;AU;OC
SWH;Swan Hill Airport;-35,37580108642578;143,5330047607422;;AU;OC
SWC;Stawell Airport;-37,07170104980469;142,74099731445312;;AU;OC
XTR;Tara Airport;-27,163054;150,476423;;AU;OC
TBL;Tableland Homestead Airport;-17,2833003998;126,900001526;;AU;OC
XTO;Taroom Airport;-25,801700592041016;149,89999389648438;;AU;OC
TAQ;Tarcoola Airport;-30,7033004761;134,583999634;Tarcoola;AU;OC
TBK;Timber Creek Airport;-15,619999885559082;130,44500732421875;;AU;OC
TDR;Theodore Airport;-24,99329948425293;150,09300231933594;;AU;OC
TQP;Trepell Airport;-21,834999084473;140,88800048828;Trepell;AU;OC
TEF;Telfer Airport;-21,71500015258789;122,22899627685548;;AU;OC
TEM;Temora Airport;-34,421398;147,511993;Temora;AU;OC
TAN;Tangalooma Airport;-27,137693;153,364141;;AU;OC
XTG;Thargomindah Airport;-27,986400604248047;143,81100463867188;;AU;OC
GTS;The Granites Airport;-20,5483;130,347;The Granites Gold Mine;AU;OC
TDN;Theda Station Airport;-14,7881002426;126,496002197;Theda Station;AU;OC
TYG;Thylungra Airport;-26,08329963684082;143,4669952392578;;AU;OC
TYB;Tibooburra Airport;-29,451099395751957;142,05799865722656;;AU;OC
TKY;Turkey Creek Airport;-17,0408000946;128,205993652;Turkey Creek;AU;OC
PHQ;The Monument Airport;-21,811100006104;139,92399597168;Phosphate Hill;AU;OC
TUM;Tumut Airport;-35,268657;148,240474;;AU;OC
TYP;Tobermorey Airport;-22,255800247192383;137,9530029296875;Tobermorey;AU;OC
TXR;Tanbar Airport;-25,847799301147;141,92799377441;Tanbar Station;AU;OC
THG;Thangool Airport;-24,494863;150,577967;Biloela;AU;OC
TCA;Tennant Creek Airport;-19,6343994140625;134,18299865722656;Tennant Creek;AU;OC
TCW;Tocumwal Airport;-35,81169891357422;145,60800170898438;;AU;OC
TRO;Taree Airport;-31,8885993958;152,514007568;Taree;AU;OC
TTX;Truscott-Mungalalu Airport;-14,089699745178;126,3809967041;Anjo Peninsula;AU;OC
TWB;Toowoomba Airport;-27,543365;151,919112;Toowoomba;AU;OC
UDA;Undara Airport;-18,200000762939453;144,60000610351562;;AU;OC
